,county,couty,clid,hhid,hhsize,k01,k02,k03,k04,k05,k5x,k06,k07,k08,k09,k10,k11,k12,k13a,k13b,k14,k15,k16,k17_su,k17_sp,k17_dr,k18_1,k18_2,k19,weight
13997,Nyandarua,Nyandarua,1278.0,7.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,181.2031643
13998,Nyandarua,Nyandarua,1278.0,8.0,5,Yes,2.0,2.0,Nyandarua  ,2.0,Operated,0.5,Yes,Title,Freehold,,,350000.0,No,0.0,No,,,,,,None,None,,181.2031643
13999,Nyandarua,Nyandarua,1278.0,2.0,2,Yes,1.0,1.0,Nyandarua  ,1.0,Operated,1.0,Yes,Dk,Other (specify),,,500000.0,No,0.0,No,,,,,,None,None,,181.2031643
14000,Nyandarua,Nyandarua,1278.0,1.0,6,Yes,1.0,1.0,Nyandarua  ,1.0,Operated,0.5,Yes,Title,Freehold,,,200000.0,No,0.0,No,,,,,,Organic,,Own Production,181.2031643
14001,Nyandarua,Nyandarua,1278.0,8.0,5,Yes,1.0,2.0,Nyandarua  ,2.0,Operated,0.75,No,,,Renting,4000.0,250000.0,No,0.0,No,,,,,,None,None,,181.2031643
14002,Kirinyaga,Kirinyaga,1279.0,9.0,5,Yes,1.0,1.0,Kirinyaga  ,1.0,Operated,0.5,Yes,Allotment letter,Freehold,,,500000.0,No,0.0,No,,,,,,Both,Both,Government subsidized,556.8467872
14003,Kirinyaga,Kirinyaga,1279.0,1.0,6,Yes,1.0,1.0,Kirinyaga  ,1.0,Operated,1.0,Yes,None,Freehold,,,2000000.0,No,0.0,No,,,,,,Both,Both,Government subsidized,556.8467872
14004,Kirinyaga,Kirinyaga,1279.0,10.0,1,Yes,1.0,1.0,Kirinyaga  ,1.0,Operated,1.25,Yes,Title,Freehold,,,2700000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Government subsidized,556.8467872
14005,Kirinyaga,Kirinyaga,1279.0,2.0,5,Yes,2.0,2.0,Kirinyaga  ,1.0,Operated,2.0,Yes,Title,Freehold,,,2000000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,556.8467872
14006,Kirinyaga,Kirinyaga,1279.0,2.0,5,Yes,1.0,2.0,Kirinyaga  ,1.0,Operated,4.5,Yes,Title,Freehold,,,9000000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Government subsidized,556.8467872
14007,Kirinyaga,Kirinyaga,1279.0,8.0,4,Yes,1.0,1.0,Kirinyaga  ,1.0,Operated,0.5,Yes,None,Freehold,,,1000000.0,No,0.0,No,,,,,,Both,Both,Cooperative societies/Farmers Association,556.8467872
14008,Kirinyaga,Kirinyaga,1279.0,7.0,4,Yes,1.0,1.0,Kirinyaga  ,1.0,Operated,1.0,Yes,None,Freehold,,,2000000.0,No,0.0,No,,,,,,Both,Both,Government subsidized,556.8467872
14009,Kirinyaga,Kirinyaga,1279.0,5.0,3,Yes,1.0,1.0,Kirinyaga  ,1.0,Operated,2.0,Yes,None,Freehold,,,4000000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Government subsidized,556.8467872
14010,Kirinyaga,Kirinyaga,1279.0,6.0,6,Yes,1.0,1.0,Kirinyaga  ,1.0,Operated,6.5,Yes,Title,Freehold,,,6500000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Government subsidized,556.8467872
14011,Kirinyaga,Kirinyaga,1279.0,4.0,1,Yes,1.0,1.0,Kirinyaga  ,1.0,Operated,0.25,Yes,None,Freehold,,,250000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Government subsidized,556.8467872
14012,Kirinyaga,Kirinyaga,1279.0,3.0,8,Yes,1.0,1.0,Kirinyaga  ,1.0,Operated,1.0,Yes,Title,Leasehold,,,1000000.0,No,0.0,No,,,,,,Both,Inorganic,Private stockists,556.8467872
14013,Kisumu,Siaya,1280.0,9.0,1,Yes,1.0,1.0,Siaya  ,1.0,Operated,0.25,Yes,Share cert,Freehold,,,160000.0,No,0.0,No,,,,,,None,None,,882.5701198
14014,Kisumu,Kisumu,1280.0,5.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,882.5701198
14015,Kisumu,Kisumu,1280.0,6.0,7,No,,,,,,,,,,,,,,,,,,,,,,,,882.5701198
14016,Kisumu,Kisumu,1280.0,4.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,882.5701198
14017,Kisumu,Siaya,1280.0,2.0,8,Yes,1.0,1.0,Siaya  ,1.0,Operated,0.5,Yes,Allotment letter,Freehold,,,160000.0,No,0.0,No,,,,,,None,None,,882.5701198
14018,Kisumu,Kisumu,1280.0,1.0,7,Yes,1.0,1.0,Kisumu  ,2.0,Operated,0.25,Yes,Title,Freehold,,,150000.0,No,0.0,No,,,,,,None,None,,882.5701198
14019,Kisumu,Bungoma,1280.0,8.0,2,Yes,1.0,1.0,Bungoma  ,1.0,Operated,0.5,Yes,Title,Freehold,,,200000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,882.5701198
14020,Kisumu,Kisumu,1280.0,3.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,882.5701198
14021,Kisumu,Siaya,1280.0,10.0,1,Yes,2.0,2.0,Siaya  ,1.0,Operated,0.125,Yes,Allotment letter,Freehold,,,130000.0,No,0.0,No,,,,,,,,,882.5701198
14022,Kisumu,Kisumu,1280.0,7.0,5,Yes,1.0,1.0,Kisumu  ,1.0,Operated,0.25,Yes,Allotment letter,Freehold,,,140000.0,No,0.0,No,,,,,,None,None,,882.5701198
14023,Kisumu,Siaya,1280.0,10.0,1,Yes,1.0,2.0,Siaya  ,1.0,Operated,0.5,Yes,Allotment letter,Freehold,,,220000.0,No,0.0,No,,,,,,None,None,,882.5701198
14024,Mandera,Mandera,1281.0,1.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,426.4191763
14025,Mandera,Mandera,1281.0,5.0,8,No,,,,,,,,,,,,,,,,,,,,,,,,426.4191763
14026,Mandera,Mandera,1281.0,6.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,426.4191763
14027,Mandera,Mandera,1281.0,2.0,8,No,,,,,,,,,,,,,,,,,,,,,,,,426.4191763
14028,Mandera,Mandera,1281.0,4.0,8,No,,,,,,,,,,,,,,,,,,,,,,,,426.4191763
14029,Mandera,Mandera,1281.0,7.0,7,No,,,,,,,,,,,,,,,,,,,,,,,,426.4191763
14030,Mandera,Mandera,1281.0,9.0,11,No,,,,,,,,,,,,,,,,,,,,,,,,426.4191763
14031,Mandera,Mandera,1281.0,3.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,426.4191763
14032,Mandera,Mandera,1281.0,8.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,426.4191763
14033,Kajiado,Laikipia,1282.0,6.0,6,Yes,2.0,2.0,Laikipia  ,1.0,Operated,20.0,Yes,Title,Freehold,,,5000000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,773.1659749
14034,Kajiado,Kajiado,1282.0,1.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,773.1659749
14035,Kajiado,Laikipia,1282.0,6.0,6,Yes,1.0,2.0,Laikipia  ,1.0,Operated,30.0,No,,,Renting,90000.0,6000000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,773.1659749
14036,Kajiado,Kajiado,1282.0,3.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,773.1659749
14037,Kajiado,Kajiado,1282.0,2.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,773.1659749
14038,Kajiado,Kajiado,1282.0,7.0,4,Yes,1.0,1.0,Kajiado  ,2.0,Operated,0.125,Yes,Title,Freehold,,,49000.0,Yes,23.0,Yes,Deep well / tube well,Gravity,0.0,0.0,23.0,Organic,Organic,Other farmers,773.1659749
14039,Kajiado,Kajiado,1282.0,8.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,773.1659749
14040,Kajiado,Kajiado,1282.0,5.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,773.1659749
14041,Kajiado,Kajiado,1282.0,4.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,773.1659749
14042,Nyeri,Nyeri,1283.0,3.0,1,Yes,1.0,1.0,Nyeri  ,1.0,Operated,0.5,Yes,Title,Freehold,,,700000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,608.9210912
14043,Nyeri,Nyeri,1283.0,1.0,1,Yes,1.0,2.0,Nyeri  ,1.0,Operated,0.5,Yes,Title,Freehold,,,750000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private companies,608.9210912
14044,Nyeri,Nyeri,1283.0,6.0,3,Yes,1.0,1.0,Nyeri  ,1.0,Operated,0.25,Yes,None,Freehold,,,400000.0,No,0.0,No,,,,,,Organic,Organic,Own Production,608.9210912
14045,Nyeri,Nyeri,1283.0,2.0,5,Yes,1.0,2.0,Nyeri  ,1.0,Operated,0.25,No,,,Renting,2000.0,200000.0,No,0.0,No,,,,,,,,,608.9210912
14046,Nyeri,Nyeri,1283.0,7.0,5,Yes,1.0,2.0,Nyeri  ,1.0,Operated,0.5,No,,,Renting,2500.0,400000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,608.9210912
14047,Nyeri,Nyeri,1283.0,8.0,2,Yes,1.0,2.0,Nyeri  ,2.0,Operated,0.25,Yes,Title,Freehold,,,250000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private companies,608.9210912
14048,Nyeri,Nyeri,1283.0,2.0,5,Yes,2.0,2.0,Nyeri  ,1.0,Operated,1.0,Yes,Title,Freehold,,,400000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private companies,608.9210912
14049,Nyeri,Nyeri,1283.0,1.0,1,Yes,2.0,2.0,Nyeri  ,1.0,Operated,0.5,Yes,Title,Freehold,,,750000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private companies,608.9210912
14050,Nyeri,Nyeri,1283.0,5.0,3,Yes,2.0,2.0,Nyeri  ,1.0,Operated,0.25,No,,,Renting,2500.0,400000.0,No,0.0,No,,,,,,Organic,Organic,Own Production,608.9210912
14051,Nyeri,Nyeri,1283.0,7.0,5,Yes,2.0,2.0,Nyeri  ,1.0,Operated,0.25,Yes,None,Freehold,,,750000.0,No,0.0,No,,,,,,Organic,Organic,Own Production,608.9210912
14052,Nyeri,Nyeri,1283.0,4.0,6,Yes,1.0,1.0,Nyeri  ,1.0,Operated,2.0,Yes,Title,Freehold,,,3000000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private companies,608.9210912
14053,Nyeri,Nyeri,1283.0,5.0,3,Yes,1.0,2.0,Nyeri  ,1.0,Operated,1.0,Yes,Title,Freehold,,,1500000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private companies,608.9210912
14054,Nyeri,Nyeri,1283.0,8.0,2,Yes,2.0,2.0,Nyeri  ,2.0,Operated,0.25,No,,,Renting,3000.0,250000.0,No,0.0,No,,,,,,Organic,Organic,Own Production,608.9210912
14055,Nakuru,Nakuru,1284.0,8.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,679.1812609
14056,Nakuru,Nakuru,1284.0,7.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,679.1812609
14057,Nakuru,Nakuru,1284.0,5.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,679.1812609
14058,Nakuru,Siaya,1284.0,9.0,1,Yes,2.0,1.0,Siaya  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,679.1812609
14059,Nakuru,Nakuru,1284.0,4.0,7,Yes,1.0,1.0,Nakuru  ,2.0,Operated,0.125,No,,,Squatting,,,No,0.0,No,,,,,,None,None,,679.1812609
14060,Nakuru,Vihiga,1284.0,9.0,1,Yes,1.0,1.0,Vihiga  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,679.1812609
14061,Nakuru,Nakuru,1284.0,6.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,679.1812609
14062,Nakuru,Nakuru,1284.0,1.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,679.1812609
14063,Nakuru,Nakuru,1284.0,3.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,679.1812609
14064,Nakuru,Nakuru,1284.0,2.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,679.1812609
14065,Samburu,Samburu,1285.0,4.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14066,Samburu,Samburu,1285.0,10.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14067,Samburu,Samburu,1285.0,7.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14068,Samburu,Samburu,1285.0,5.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14069,Samburu,Samburu,1285.0,1.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14070,Samburu,Samburu,1285.0,3.0,9,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14071,Samburu,Samburu,1285.0,2.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14072,Samburu,Samburu,1285.0,9.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14073,Samburu,Samburu,1285.0,6.0,8,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14074,Samburu,Samburu,1285.0,8.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,246.2881111
14075,Nakuru,Nakuru,1286.0,6.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,1078.839832
14076,Nakuru,Nakuru,1286.0,5.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,1078.839832
14077,Nakuru,Nakuru,1286.0,7.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,1078.839832
14078,Nakuru,Nakuru,1286.0,2.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,1078.839832
14079,Nakuru,Nakuru,1286.0,3.0,1,Yes,1.0,1.0,Nakuru  ,1.0,Operated,1.0,Yes,Title,Freehold,,,2000000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,1078.839832
14080,Nakuru,Nakuru,1286.0,8.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,1078.839832
14081,Nakuru,Nakuru,1286.0,1.0,7,No,,,,,,,,,,,,,,,,,,,,,,,,1078.839832
14082,Nakuru,Nakuru,1286.0,4.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,1078.839832
14083,Narok,Narok,1287.0,8.0,10,Yes,2.0,4.0,Narok  ,1.0,Operated,1.0,Yes,Share cert,Freehold,,,70000.0,No,0.0,No,,,,,,Inorganic,,Private stockists,652.2821891
14084,Narok,Narok,1287.0,8.0,10,Yes,4.0,4.0,Narok  ,1.0,Operated,1.0,Yes,Share cert,Freehold,,,70000.0,No,0.0,No,,,,,,Inorganic,,Private stockists,652.2821891
14085,Narok,Narok,1287.0,3.0,7,Yes,1.0,1.0,Narok  ,1.0,Operated,1.5,Yes,Share cert,Freehold,,,150000.0,No,0.0,No,,,,,,Inorganic,,Private stockists,652.2821891
14086,Narok,Narok,1287.0,6.0,6,Yes,1.0,1.0,Narok  ,1.0,Operated,2.0,Yes,Title,Freehold,,,600000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,652.2821891
14087,Narok,Narok,1287.0,8.0,10,Yes,1.0,4.0,Narok  ,1.0,Operated,2.0,No,,,Renting,10000.0,70000.0,No,0.0,No,,,,,,Inorganic,,Private stockists,652.2821891
14088,Narok,Narok,1287.0,2.0,9,Yes,1.0,2.0,Narok  ,1.0,Operated,2.0,Yes,Share cert,Freehold,,,135000.0,No,0.0,No,,,,,,Inorganic,,Private stockists,652.2821891
14089,Narok,Narok,1287.0,9.0,5,Yes,1.0,1.0,Narok  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,652.2821891
14090,Narok,Narok,1287.0,1.0,6,Yes,1.0,1.0,Narok  ,1.0,Operated,2.0,Yes,Title,Freehold,,,80000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,652.2821891
14091,Narok,Narok,1287.0,8.0,10,Yes,3.0,4.0,Narok  ,1.0,Operated,1.0,Yes,Share cert,Freehold,,,140000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,652.2821891
14092,Narok,Narok,1287.0,7.0,7,Yes,1.0,1.0,Narok  ,1.0,Operated,3.0,No,,,Renting,15000.0,300000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,652.2821891
14093,Narok,Narok,1287.0,2.0,9,Yes,2.0,2.0,Narok  ,1.0,Operated,1.5,Yes,Share cert,Freehold,,,180000.0,No,0.0,No,,,,,,Inorganic,,Private stockists,652.2821891
14094,Narok,Narok,1287.0,4.0,8,Yes,1.0,1.0,Narok  ,1.0,Operated,1.5,Yes,Title,Freehold,,,150000.0,No,0.0,No,,,,,,Inorganic,,Private stockists,652.2821891
14095,Narok,Narok,1287.0,5.0,8,Yes,1.0,1.0,Narok  ,1.0,Operated,1.0,Yes,Share cert,Freehold,,,200000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,652.2821891
14096,Migori,Migori,1288.0,2.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14097,Migori,Migori,1288.0,8.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14098,Migori,Migori,1288.0,4.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14099,Migori,Migori,1288.0,1.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14100,Migori,Migori,1288.0,7.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14101,Migori,Migori,1288.0,5.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14102,Migori,Migori,1288.0,6.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14103,Migori,Migori,1288.0,3.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14104,Migori,Migori,1288.0,10.0,7,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14105,Migori,Migori,1288.0,9.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,192.1954163
14106,Nandi,Nandi,1289.0,4.0,9,Yes,2.0,3.0,Nandi  ,2.0,Operated,19.0,Yes,Title,Freehold,,,7600000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,178.4407379
14107,Nandi,Nandi,1289.0,2.0,9,Yes,2.0,3.0,Nandi  ,3.0,Operated,0.6000000238418579,Yes,Title,Freehold,,,192000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,178.4407379
14108,Nandi,Nandi,1289.0,5.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,178.4407379
14109,Nandi,Nandi,1289.0,4.0,9,Yes,1.0,3.0,Nandi  ,2.0,Operated,1.0,No,,,Other (specify),,,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,178.4407379
14110,Nandi,Nandi,1289.0,6.0,4,Yes,1.0,1.0,Nandi  ,1.0,Operated,0.5,Yes,Title,Freehold,,,150000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,178.4407379
14111,Nandi,Nandi,1289.0,1.0,5,Yes,1.0,2.0,Nandi  ,1.0,Operated,2.0,No,,,Renting,10000.0,1600000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,178.4407379
14112,Nandi,Nandi,1289.0,9.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,178.4407379
14113,Nandi,Nandi,1289.0,2.0,9,Yes,3.0,3.0,Nandi  ,1.0,Operated,10.0,Yes,Title,Freehold,,,5000000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,178.4407379
14114,Nandi,Nandi,1289.0,3.0,5,Yes,1.0,1.0,Nandi  ,1.0,Operated,1.5,Yes,Title,Freehold,,,450000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,178.4407379
14115,Nandi,Nandi,1289.0,7.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,178.4407379
14116,Nandi,Nandi,1289.0,1.0,5,Yes,2.0,2.0,Nandi  ,1.0,Operated,0.20000000298023224,Yes,Title,Freehold,,,64000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,178.4407379
14117,Nandi,Nandi,1289.0,2.0,9,Yes,1.0,3.0,Nandi  ,1.0,Operated,4.0,Yes,Title,Freehold,,,4000000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,178.4407379
14118,Nandi,Nandi,1289.0,8.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,178.4407379
14119,Nandi,Nandi,1289.0,4.0,9,Yes,3.0,3.0,Nandi  ,2.0,Operated,8.0,Yes,Title,Freehold,,,3200000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,178.4407379
14120,Nandi,Nandi,1290.0,4.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,225.6833114
14121,Nandi,Nakuru,1290.0,5.0,1,Yes,1.0,1.0,Nakuru  ,1.0,Operated,1.0,Yes,Title,Freehold,,,1000000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Government subsidized,225.6833114
14122,Nandi,Nandi,1290.0,1.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,225.6833114
14123,Nandi,Nandi,1290.0,2.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,225.6833114
14124,Nandi,Nandi,1290.0,8.0,3,Yes,1.0,1.0,Nandi  ,1.0,Operated,0.125,No,,,Renting,400.0,100000.0,No,0.0,Yes,Municipal water supply,Gravity,0.0,1.0,0.0,Organic,Organic,Own Production,225.6833114
14125,Nandi,Nandi,1290.0,7.0,7,No,,,,,,,,,,,,,,,,,,,,,,,,225.6833114
14126,Nandi,Nandi,1290.0,3.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,225.6833114
14127,Nandi,Nandi,1290.0,6.0,2,Yes,1.0,1.0,Nandi  ,1.0,Operated,0.125,No,,,Squatting,,,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,225.6833114
14128,Nandi,Nandi,1290.0,9.0,1,Yes,1.0,1.0,Nandi  ,1.0,Operated,0.125,Yes,Title,,,,100000.0,No,0.0,No,,,,,,Inorganic,,Private stockists,225.6833114
14129,Siaya,Siaya,1291.0,3.0,4,Yes,1.0,3.0,Siaya  ,1.0,Operated,0.5,No,,,Renting,1200.0,200000.0,No,0.0,No,,,,,,Organic,Organic,Own Production,886.7587466
14130,Siaya,Siaya,1291.0,3.0,4,Yes,2.0,3.0,Siaya  ,1.0,Operated,0.25,No,,,Renting,800.0,150000.0,No,0.0,No,,,,,,None,None,,886.7587466
14131,Siaya,Siaya,1291.0,7.0,6,Yes,1.0,1.0,Siaya  ,1.0,Operated,1.0,No,,,Renting,1000.0,250000.0,No,0.0,No,,,,,,None,None,,886.7587466
14132,Siaya,Siaya,1291.0,9.0,6,Yes,1.0,1.0,Siaya  ,1.0,Operated,1.0,Yes,None,Freehold,,,350000.0,No,0.0,No,,,,,,None,None,,886.7587466
14133,Siaya,Siaya,1291.0,5.0,1,Yes,1.0,1.0,Siaya  ,1.0,Operated,0.5,No,,,Renting,4000.0,100000.0,No,0.0,No,,,,,,None,None,,886.7587466
14134,Siaya,Siaya,1291.0,8.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,886.7587466
14135,Siaya,Siaya,1291.0,1.0,1,Yes,1.0,1.0,Siaya  ,1.0,Operated,1.0,Yes,None,Freehold,,,300000.0,No,0.0,No,,,,,,None,None,,886.7587466
14136,Siaya,Siaya,1291.0,4.0,5,Yes,1.0,1.0,Siaya  ,1.0,Operated,1.0,Yes,None,Freehold,,,300000.0,No,0.0,No,,,,,,None,None,,886.7587466
14137,Siaya,Siaya,1291.0,6.0,3,Yes,2.0,2.0,Siaya  ,1.0,Operated,0.25,No,,,Renting,1500.0,100000.0,No,0.0,No,,,,,,None,None,,886.7587466
14138,Siaya,Siaya,1291.0,2.0,4,Yes,1.0,1.0,Siaya  ,1.0,Operated,1.0,Yes,Title,Freehold,,,500000.0,No,0.0,No,,,,,,None,None,,886.7587466
14139,Siaya,Siaya,1291.0,3.0,4,Yes,3.0,3.0,Siaya  ,1.0,Operated,0.25,No,,,Renting,1200.0,150000.0,No,0.0,No,,,,,,None,None,,886.7587466
14140,Siaya,Siaya,1291.0,6.0,3,Yes,1.0,2.0,Siaya  ,1.0,Operated,0.25,No,,,Renting,500.0,60000.0,No,0.0,No,,,,,,None,None,,886.7587466
14141,Nandi,Nandi,1292.0,2.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,431.4334481
14142,Nandi,Nandi,1292.0,1.0,2,Yes,2.0,2.0,Nandi  ,1.0,Operated,1.5,Yes,Title,Freehold,,,200000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,431.4334481
14143,Nandi,Nandi,1292.0,5.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,431.4334481
14144,Nandi,Nandi,1292.0,7.0,6,Yes,1.0,1.0,Nandi  ,1.0,Operated,4.0,Yes,Title,Freehold,,,400000.0,No,0.0,No,,,,,,None,None,,431.4334481
14145,Nandi,Nandi,1292.0,1.0,2,Yes,1.0,2.0,Nandi  ,1.0,Operated,2.0,Yes,Title,Freehold,,,800000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,431.4334481
14146,Nandi,Nandi,1292.0,8.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,431.4334481
14147,Nandi,Nandi,1292.0,10.0,7,No,,,,,,,,,,,,,,,,,,,,,,,,431.4334481
14148,Nandi,Nandi,1292.0,9.0,2,Yes,1.0,2.0,Nandi  ,1.0,Operated,2.5,No,,,Renting,10000.0,1000000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,431.4334481
14149,Nandi,Nandi,1292.0,6.0,8,No,,,,,,,,,,,,,,,,,,,,,,,,431.4334481
14150,Nandi,Nandi,1292.0,9.0,2,Yes,2.0,2.0,Nandi  ,1.0,Operated,1.5,Yes,Title,Freehold,,,150000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,431.4334481
14151,Nandi,Nandi,1292.0,4.0,8,No,,,,,,,,,,,,,,,,,,,,,,,,431.4334481
14152,Nandi,Nandi,1292.0,3.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,431.4334481
14153,Nairobi City,Nairobi City,1293.0,4.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,1520.390644
14154,Nairobi City,Nairobi City,1293.0,6.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,1520.390644
14155,Nairobi City,Nairobi City,1293.0,5.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,1520.390644
14156,Nairobi City,Nairobi City,1293.0,1.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,1520.390644
14157,Nairobi City,Machakos,1293.0,2.0,4,Yes,1.0,1.0,Machakos  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,1520.390644
14158,Nairobi City,Nairobi City,1293.0,7.0,7,No,,,,,,,,,,,,,,,,,,,,,,,,1520.390644
14159,Nairobi City,Nairobi City,1293.0,3.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,1520.390644
14160,Homa Bay,Homa Bay,1294.0,5.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,521.9304796
14161,Homa Bay,Homa Bay,1294.0,1.0,4,Yes,2.0,2.0,Homa Bay  ,1.0,Operated,1.0,Yes,None,Freehold,,,60000.0,No,0.0,No,,,,,,None,None,,521.9304796
14162,Homa Bay,Homa Bay,1294.0,8.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,521.9304796
14163,Homa Bay,Homa Bay,1294.0,10.0,5,Yes,2.0,3.0,Homa Bay  ,1.0,Operated,0.5,Yes,None,Freehold,,,67000.0,No,0.0,No,,,,,,Organic,None,Other farmers,521.9304796
